Gene	Ensembl
Gm12734	ENSMUSG00000081451
Gm12768	ENSMUSG00000081510
Olfr820	ENSMUSG00000048745
Trp53i13	ENSMUSG00000044328
Gm28732	ENSMUSG00000099506
Gm44751	ENSMUSG00000109244
Znhit1	ENSMUSG00000059518
5930403N24Rik	ENSMUSG00000046463
Olfr821	ENSMUSG00000044897
Gm37817	ENSMUSG00000102819
Mup6	ENSMUSG00000078689
Nit1	ENSMUSG00000013997
Elk3	ENSMUSG00000008398
Snrpb2	ENSMUSG00000008333
Nob1	ENSMUSG00000003848
Prl8a1	ENSMUSG00000019756
Gm15661	ENSMUSG00000080748
Rab38	ENSMUSG00000030559
Marveld3	ENSMUSG00000001672
Ifnb1	ENSMUSG00000048806
4933424G06Rik	ENSMUSG00000102416
1110028F11Rik	ENSMUSG00000085972
Gm28733	ENSMUSG00000100584
Gm28075	ENSMUSG00000100905
Taok1	ENSMUSG00000017291
Ifna14	ENSMUSG00000095896
Ccser2	ENSMUSG00000058690
Ifna15	ENSMUSG00000096011
Rsrc2	ENSMUSG00000029422
Ifna9	ENSMUSG00000095270
Gm37867	ENSMUSG00000104275
Actr1b	ENSMUSG00000037351
Ifna-ps1	ENSMUSG00000080964
Vps36	ENSMUSG00000031479
Rfpl4b	ENSMUSG00000094311
Asgr2	ENSMUSG00000040963
Gm8677	ENSMUSG00000094748
Gm37924	ENSMUSG00000102482
Tmem60	ENSMUSG00000045435
Gm37435	ENSMUSG00000102676
Gm4201	ENSMUSG00000095984
Slc9a4	ENSMUSG00000026065
Scgb2b25-ps	ENSMUSG00000084296
Prl7b1	ENSMUSG00000021347
Gm18060	ENSMUSG00000109043
Ezh2	ENSMUSG00000029687
Scgb1b25-ps	ENSMUSG00000100743
Gm20737	ENSMUSG00000095950
Gm12757	ENSMUSG00000081317
Epb41l4b	ENSMUSG00000028434
Gm28293	ENSMUSG00000099456
Pcdhb9	ENSMUSG00000051242
Iqcf4	ENSMUSG00000041009
Crip3	ENSMUSG00000023968
Otor	ENSMUSG00000027416
Gm44607	ENSMUSG00000108630
Gm11873	ENSMUSG00000081964
Gypc	ENSMUSG00000090523
4930517L18Rik	ENSMUSG00000104225
Gm44606	ENSMUSG00000108390
Nkain3	ENSMUSG00000055761
BC037039	ENSMUSG00000103309
Gm13684	ENSMUSG00000085335
4921513I08Rik	ENSMUSG00000108788
Dnmt3l-ps1	ENSMUSG00000081801
Car1	ENSMUSG00000027556
Syngr1	ENSMUSG00000022415
Gm10544	ENSMUSG00000097430
Eno1	ENSMUSG00000063524
Stxbp3	ENSMUSG00000027882
Gm38089	ENSMUSG00000103241
Gm28615	ENSMUSG00000101203
Itgav	ENSMUSG00000027087
Gm12765	ENSMUSG00000083085
Gm37118	ENSMUSG00000103956
Gm21268	ENSMUSG00000101987
Pcdhgb1	ENSMUSG00000103037
Gm35801	ENSMUSG00000104441
Gm14083	ENSMUSG00000082903
Scgb2b26	ENSMUSG00000066586
Gm11872	ENSMUSG00000086017
Gm14082	ENSMUSG00000083047
Gm33533	ENSMUSG00000104237
Cnot2	ENSMUSG00000020166
Gm11644	ENSMUSG00000083787
Pcdhb4	ENSMUSG00000045689
Gm4565	ENSMUSG00000109396
Cdc16	ENSMUSG00000038416
Rps13-ps2	ENSMUSG00000069972
Gm11645	ENSMUSG00000080895
9030616G12Rik	ENSMUSG00000097691
Gm1527	ENSMUSG00000074655
Gm18467	ENSMUSG00000109567
Igkv4-54	ENSMUSG00000094319
Gm37751	ENSMUSG00000103386
Gm43445	ENSMUSG00000104969
Gm37165	ENSMUSG00000104512
Iqcf6	ENSMUSG00000091129
Gm37488	ENSMUSG00000104125
Pcdhb3	ENSMUSG00000045498
Lmo4	ENSMUSG00000028266
4933431K14Rik	ENSMUSG00000103715
Lamc1	ENSMUSG00000026478
Igkv4-53	ENSMUSG00000095753
Rpl21-ps11	ENSMUSG00000105144
Pcdha2	ENSMUSG00000104148
Gm16399	ENSMUSG00000097790
Olfr9	ENSMUSG00000069430
Dedd	ENSMUSG00000013973
Rnaseh2b	ENSMUSG00000021932
Gm8126	ENSMUSG00000090634
Steap4	ENSMUSG00000012428
Scgb1b26-ps	ENSMUSG00000083942
Pcsk2os2	ENSMUSG00000087115
Gm21275	ENSMUSG00000100072
Gm17153	ENSMUSG00000091815
Dnm2	ENSMUSG00000033335
1700031P21Rik	ENSMUSG00000100315
Pcsk2	ENSMUSG00000027419
Gm8127	ENSMUSG00000090713
Gm43307	ENSMUSG00000105990
Gm11345	ENSMUSG00000086344
Gm17206	ENSMUSG00000090964
Gm4064	ENSMUSG00000102053
Gm11342	ENSMUSG00000084788
Gm29527	ENSMUSG00000100369
Gm28111	ENSMUSG00000101411
Wls	ENSMUSG00000028173
Gm9732	ENSMUSG00000090440
Gm43596	ENSMUSG00000107337
Gm11344	ENSMUSG00000083165
Gm28233	ENSMUSG00000101570
Grm2	ENSMUSG00000023192
Gm20775	ENSMUSG00000075359
Gm5558	ENSMUSG00000096726
Gm28235	ENSMUSG00000101885
Eif2b3	ENSMUSG00000028683
Gm29522	ENSMUSG00000099668
Nr2f1	ENSMUSG00000069171
Gm43688	ENSMUSG00000107301
Rpl3	ENSMUSG00000060036
Gm21865	ENSMUSG00000093895
Parva	ENSMUSG00000030770
Gm3500	ENSMUSG00000096003
Gm8685	ENSMUSG00000109247
Rab42	ENSMUSG00000089687
Gm3348	ENSMUSG00000106752
Mfng	ENSMUSG00000018169
Prl7a1	ENSMUSG00000006488
Vmn1r155	ENSMUSG00000094905
Pcdhac2	ENSMUSG00000102697
Lrtm2	ENSMUSG00000055003
Vmn1r-ps80	ENSMUSG00000092547
B630019K06Rik	ENSMUSG00000052364
Psap	ENSMUSG00000004207
RP23-397L11.6	ENSMUSG00000110366
4930526A20Rik	ENSMUSG00000085521
Gm37399	ENSMUSG00000104200
Spice1	ENSMUSG00000043065
Gm20319	ENSMUSG00000092545
Tcp11	ENSMUSG00000062859
A830082K12Rik	ENSMUSG00000087143
Gm8818	ENSMUSG00000079138
Gpkow	ENSMUSG00000031148
Gm38009	ENSMUSG00000103818
Gm28077	ENSMUSG00000099715
Gm15730	ENSMUSG00000082867
Elf2	ENSMUSG00000037174
Gm44217	ENSMUSG00000107394
Gm11634	ENSMUSG00000085486
Gm44673	ENSMUSG00000108388
Sri	ENSMUSG00000003161
Gm6081	ENSMUSG00000086785
Stab1	ENSMUSG00000042286
RP23-291B1.2	ENSMUSG00000108434
Gm20703	ENSMUSG00000093622
Gm11362	ENSMUSG00000082861
Mcmbp	ENSMUSG00000048170
Pcsk2os1	ENSMUSG00000086171
4930579O11Rik	ENSMUSG00000090732
Olfr822	ENSMUSG00000058251
2610307P16Rik	ENSMUSG00000085936
Gm21975	ENSMUSG00000070354
Cacna2d4	ENSMUSG00000041460
Gm17169	ENSMUSG00000090584
Gm8686	ENSMUSG00000107844
Olfr1542-ps1	ENSMUSG00000108253
Gm17072	ENSMUSG00000091998
Gm11635	ENSMUSG00000086617
Gm20162	ENSMUSG00000103483
2200002J24Rik	ENSMUSG00000013083
Mdh1b	ENSMUSG00000025963
Pcdhb21	ENSMUSG00000044022
6720469O03Rik	ENSMUSG00000108507
Olfr823	ENSMUSG00000096747
Fbxo17	ENSMUSG00000030598
Ahr	ENSMUSG00000019256
Inpp4b	ENSMUSG00000037940
Pcdha11	ENSMUSG00000007440
Gm42606	ENSMUSG00000079542
E330020D12Rik	ENSMUSG00000073538
Omg	ENSMUSG00000049612
C1galt1	ENSMUSG00000042460
Il17rb	ENSMUSG00000015966
Gm11199	ENSMUSG00000082529
Rps13-ps6	ENSMUSG00000082987
Mapk15	ENSMUSG00000063704
Bfsp1	ENSMUSG00000027420
Gm13140	ENSMUSG00000083027
Tmem161a	ENSMUSG00000002342
Gm42431	ENSMUSG00000105405
Rsbn1l	ENSMUSG00000039968
Gm43624	ENSMUSG00000104805
Gm43962	ENSMUSG00000107763
Gm43961	ENSMUSG00000107549
Gm13149	ENSMUSG00000081260
Slc15a3	ENSMUSG00000024737
Rdm1	ENSMUSG00000010362
Gm7846	ENSMUSG00000086240
Prim2	ENSMUSG00000026134
Gm44806	ENSMUSG00000108790
Gm43115	ENSMUSG00000105394
Foxe3	ENSMUSG00000044518
Gm3194	ENSMUSG00000094825
A630072M18Rik	ENSMUSG00000101013
Pcdhga12	ENSMUSG00000102428
Usp6nl	ENSMUSG00000039046
Gm6137	ENSMUSG00000100700
Gm14835	ENSMUSG00000082172
Gm21740	ENSMUSG00000099594
Tmem132a	ENSMUSG00000024736
Gm44674	ENSMUSG00000108648
Gm11212	ENSMUSG00000082141
Gm11434	ENSMUSG00000081342
Klkb1	ENSMUSG00000109764
Gm12576	ENSMUSG00000085235
Parvaos	ENSMUSG00000085049
Birc2	ENSMUSG00000057367
Gm37618	ENSMUSG00000102714
Gm17155	ENSMUSG00000091832
Gm29228	ENSMUSG00000101682
Gm17813	ENSMUSG00000102093
Gm17154	ENSMUSG00000091481
Gm26608	ENSMUSG00000097673
Sec16a	ENSMUSG00000026924
Thrsp	ENSMUSG00000035686
Gm43611	ENSMUSG00000106030
Gm5181	ENSMUSG00000098216
Ptgds	ENSMUSG00000015090
Gm28234	ENSMUSG00000100095
Ttf1	ENSMUSG00000026803
Cyp4v3	ENSMUSG00000079057
Ppm1h	ENSMUSG00000034613
Fkbp9	ENSMUSG00000029781
Sepn1	ENSMUSG00000050989
Cnga4	ENSMUSG00000030897
Gm8246	ENSMUSG00000095797
Gm14828	ENSMUSG00000080813
Cd3e	ENSMUSG00000032093
Gm14832	ENSMUSG00000082907
Tat	ENSMUSG00000001670
Rchy1	ENSMUSG00000029397
Gm37669	ENSMUSG00000103543
Shcbp1l	ENSMUSG00000042708
Gm11673	ENSMUSG00000081293
Med14	ENSMUSG00000064127
Eda	ENSMUSG00000059327
Gm11686	ENSMUSG00000080711
Cyp26b1	ENSMUSG00000063415
Supv3l1	ENSMUSG00000020079
Dstn	ENSMUSG00000015932
Hirip3	ENSMUSG00000042606
Acad8	ENSMUSG00000031969
Gm8183	ENSMUSG00000098174
Olfr824	ENSMUSG00000095804
Gm15731	ENSMUSG00000086528
Nup85	ENSMUSG00000020739
Gm6240	ENSMUSG00000109135
RP23-60O3.1	ENSMUSG00000110303
Gm9560	ENSMUSG00000108134
Lrrc27	ENSMUSG00000015980
Pcdhb16	ENSMUSG00000047910
Sec11c	ENSMUSG00000024516
Arl4d	ENSMUSG00000034936
Doc2a	ENSMUSG00000052301
Gm38225	ENSMUSG00000102634
Pcdhga7	ENSMUSG00000103472
Hk2	ENSMUSG00000000628
Gm43039	ENSMUSG00000107200
Gm14504	ENSMUSG00000082198
Thap6	ENSMUSG00000102644
Mfge8	ENSMUSG00000030605
Pcdha4	ENSMUSG00000104252
Snhg12	ENSMUSG00000086290
Gm29215	ENSMUSG00000099786
Klkb1	ENSMUSG00000031640
Gm29433	ENSMUSG00000100043
Gm5752	ENSMUSG00000081381
Rrbp1	ENSMUSG00000027422
Gm16479	ENSMUSG00000083871
Gm14510	ENSMUSG00000080051
Simc1	ENSMUSG00000043183
Gm364	ENSMUSG00000079584
Orm3	ENSMUSG00000028359
Gpi1	ENSMUSG00000036427
Gm15241	ENSMUSG00000087505
Pcdhb13	ENSMUSG00000047307
Dhx9	ENSMUSG00000042699
Stk32c	ENSMUSG00000015981
Ino80e	ENSMUSG00000030689
Pcdhga5	ENSMUSG00000103567
1700001F09Rik	ENSMUSG00000095384
Gm13388	ENSMUSG00000085716
Pcdhac1	ENSMUSG00000103255
Mrpl48-ps	ENSMUSG00000078480
Plppr5	ENSMUSG00000033342
Atf2	ENSMUSG00000027104
4933401B06Rik	ENSMUSG00000055700
Mfsd2a	ENSMUSG00000028655
Ifna12	ENSMUSG00000073811
Pkn3	ENSMUSG00000026785
1700071M16Rik	ENSMUSG00000090307
Gpr101	ENSMUSG00000036357
Gm12601	ENSMUSG00000083958
Tirap	ENSMUSG00000032041
Gm15083	ENSMUSG00000087083
Dsc2	ENSMUSG00000024331
Pla2g7	ENSMUSG00000023913
Gm44167	ENSMUSG00000108297
Gm37496	ENSMUSG00000102694
Gm15082	ENSMUSG00000087053
Tgfbr3l	ENSMUSG00000089736
Gm13620	ENSMUSG00000086603
Gm17034	ENSMUSG00000090293
Ldha-ps	ENSMUSG00000082330
Rps14	ENSMUSG00000024608
Gm8693	ENSMUSG00000095081
Gm13570	ENSMUSG00000087181
Gm45144	ENSMUSG00000109278
Baz2b	ENSMUSG00000026987
Gm18061	ENSMUSG00000109169
Atp2b2	ENSMUSG00000030302
Tgif1	ENSMUSG00000047407
Alkbh5	ENSMUSG00000042650
Gm4567	ENSMUSG00000095363
Pcdha1	ENSMUSG00000103442
Gm597	ENSMUSG00000048411
Map2k7	ENSMUSG00000002948
Gm11871	ENSMUSG00000083315
4833439L19Rik	ENSMUSG00000025871
1700097N02Rik	ENSMUSG00000099474
Gm18468	ENSMUSG00000109546
RP23-397L11.5	ENSMUSG00000109609
Gm11875	ENSMUSG00000083654
Gm5697	ENSMUSG00000081557
Rgl2	ENSMUSG00000041354
Gm12311	ENSMUSG00000081515
Vmn1r157	ENSMUSG00000095619
4933421A08Rik	ENSMUSG00000086443
Leap2	ENSMUSG00000036216
Gm13396	ENSMUSG00000082788
Gm8296	ENSMUSG00000100218
Gm13393	ENSMUSG00000086519
Gm12622	ENSMUSG00000096745
Gm37128	ENSMUSG00000103896
Gm12628	ENSMUSG00000084273
A530017D24Rik	ENSMUSG00000072847
Gm37031	ENSMUSG00000104384
Gm6462	ENSMUSG00000058590
Grb10	ENSMUSG00000020176
Gm10710	ENSMUSG00000074517
Gm26964	ENSMUSG00000098196
Cckbr	ENSMUSG00000030898
Gm38097	ENSMUSG00000103456
Dchs2	ENSMUSG00000102692
Gm7063	ENSMUSG00000100361
Pcdhb12	ENSMUSG00000043458
Gm43412	ENSMUSG00000105107
Commd1	ENSMUSG00000051355
Gm9597	ENSMUSG00000090788
Morn3	ENSMUSG00000029477
Gm8138	ENSMUSG00000096372
Cmpk1	ENSMUSG00000028719
Pcdha11	ENSMUSG00000102206
Gm13150	ENSMUSG00000086147
Ap4b1	ENSMUSG00000032952
Gm5799	ENSMUSG00000091477
Mycl	ENSMUSG00000028654
Gm1969	ENSMUSG00000106551
Gem	ENSMUSG00000028214
Gm42450	ENSMUSG00000105437
Rhox7-ps1	ENSMUSG00000084009
Gm20456	ENSMUSG00000092455
Rex2	ENSMUSG00000067919
B3gnt2	ENSMUSG00000051650
Gm3216	ENSMUSG00000090332
Gga3	ENSMUSG00000020740
Hace1	ENSMUSG00000038822
Gm37025	ENSMUSG00000104074
Igkv4-51	ENSMUSG00000094993
Gm17654	ENSMUSG00000095743
RP23-121M22.6	ENSMUSG00000110165
Gm13574	ENSMUSG00000081236
Gm13572	ENSMUSG00000085975
Gm13153	ENSMUSG00000083704
Gm43386	ENSMUSG00000105926
Gm42958	ENSMUSG00000106298
Gm28048	ENSMUSG00000098650
Gm3221	ENSMUSG00000090681
Dclk2	ENSMUSG00000028078
Gm12058	ENSMUSG00000082576
Gm8304	ENSMUSG00000100894
Zrsr1	ENSMUSG00000044068
Igkv4-50	ENSMUSG00000076562
Gm42806	ENSMUSG00000105439
Gm12057	ENSMUSG00000084081
Gm8307	ENSMUSG00000100843
Tm4sf20	ENSMUSG00000026149
9130230N09Rik	ENSMUSG00000092626
Gm21912	ENSMUSG00000101267
Igkv12-49	ENSMUSG00000105725
Zdhhc12	ENSMUSG00000015335
Gm12057	ENSMUSG00000101716
Banf2os	ENSMUSG00000086384
Gm28698	ENSMUSG00000101783
4930577N17Rik	ENSMUSG00000087440
Gm10375	ENSMUSG00000095528
Pcdhb8	ENSMUSG00000045876
Banf2	ENSMUSG00000037307
Cyp3a25	ENSMUSG00000029630
Gm12623	ENSMUSG00000093924
Tdpoz1	ENSMUSG00000094084
Foxred1	ENSMUSG00000039048
Gm12621	ENSMUSG00000096363
Gm14630	ENSMUSG00000081100
Gm12627	ENSMUSG00000095680
Gm18529	ENSMUSG00000104264
Atraid	ENSMUSG00000013622
Gm18433	ENSMUSG00000104144
Gm12613	ENSMUSG00000095291
Pcdha9	ENSMUSG00000103770
Uqcrq	ENSMUSG00000044894
Srp19	ENSMUSG00000014504
Fos	ENSMUSG00000021250
Gm37596	ENSMUSG00000103350
Gm12614	ENSMUSG00000096088
Gm4869	ENSMUSG00000106350
Car11	ENSMUSG00000003273
Serpina12	ENSMUSG00000041567
Gm12615	ENSMUSG00000096483
Gm18433	ENSMUSG00000104229
Gm12236	ENSMUSG00000086460
Gm12626	ENSMUSG00000094278
Dhx8	ENSMUSG00000034931
Gm42805	ENSMUSG00000105056
Glra1	ENSMUSG00000000263
Nfx1	ENSMUSG00000028423
Gm19257	ENSMUSG00000099771
Gm36638	ENSMUSG00000102635
Gm36999	ENSMUSG00000102280
Gm36638	ENSMUSG00000104214
Dmrtc1c1	ENSMUSG00000067562
Gm28942	ENSMUSG00000100170
Gm18033	ENSMUSG00000101235
Gm5389	ENSMUSG00000081896
Il13	ENSMUSG00000020383
Gm17764	ENSMUSG00000100744
Pik3r1	ENSMUSG00000041417
Fastkd2	ENSMUSG00000025962
Gm14629	ENSMUSG00000084103
Gm43446	ENSMUSG00000105197
Gm43447	ENSMUSG00000106266
Chst12	ENSMUSG00000036599
Gm11687	ENSMUSG00000082480
Gm5525	ENSMUSG00000099492
Insig1	ENSMUSG00000045294
Gm5535	ENSMUSG00000074758
Gm43791	ENSMUSG00000107040
Gm5857	ENSMUSG00000106416
Pcdhb11	ENSMUSG00000051486
Gm29304	ENSMUSG00000099466
Ighv4-2	ENSMUSG00000103271
Rps2-ps4	ENSMUSG00000084373
Gm7858	ENSMUSG00000101726
Gm29305	ENSMUSG00000100089
Pcdha3	ENSMUSG00000102312
Gm12732	ENSMUSG00000082646
RP23-273N8.1	ENSMUSG00000110406
Gm9898	ENSMUSG00000053185
4930444E06Rik	ENSMUSG00000085127
Gm38086	ENSMUSG00000102511
Gm42808	ENSMUSG00000105845
Gm21801	ENSMUSG00000095725
1700001G17Rik	ENSMUSG00000103746
Pcdhga6	ENSMUSG00000103793
Ighv3-2	ENSMUSG00000103297
Kctd14	ENSMUSG00000051727
Gm12733	ENSMUSG00000081543
Gm5852	ENSMUSG00000103210
Ncbp1	ENSMUSG00000028330
Gm44600	ENSMUSG00000109142
Fthl17b	ENSMUSG00000078208
RP24-91C7.1	ENSMUSG00000109966
Gm32158	ENSMUSG00000105633
Pcdhga10	ENSMUSG00000102222
Gdf9	ENSMUSG00000018238
Fgd2	ENSMUSG00000024013
Gm5773	ENSMUSG00000068879
Gm14509	ENSMUSG00000081020
Pcdhga11	ENSMUSG00000102742
Plk4	ENSMUSG00000025758
Gm44995	ENSMUSG00000109327
Ighv11-2	ENSMUSG00000096108
Grifin	ENSMUSG00000036586
Gm28850	ENSMUSG00000100900
Tmem135	ENSMUSG00000039428
Olfr70	ENSMUSG00000050215
Gm14829	ENSMUSG00000083936
Olfr825	ENSMUSG00000058084
Fthl17c	ENSMUSG00000060685
Tvp23bos	ENSMUSG00000086677
Pianp	ENSMUSG00000030329
Olfr826	ENSMUSG00000059862
Tdpoz4	ENSMUSG00000060256
1110008L16Rik	ENSMUSG00000021023
Cdrt4os2	ENSMUSG00000087039
Nt5c3	ENSMUSG00000029780
Gm21914	ENSMUSG00000095433
Hs2st1	ENSMUSG00000040151
Gm14457	ENSMUSG00000087584
1700120E14Rik	ENSMUSG00000086333
Cmtr2	ENSMUSG00000046441
Myo5b	ENSMUSG00000025885
Jam3	ENSMUSG00000031990
Gm16007	ENSMUSG00000083609
Bak1	ENSMUSG00000057789
Gm43592	ENSMUSG00000104748
Gm43560	ENSMUSG00000106057
Gm12237	ENSMUSG00000083363
Gm43593	ENSMUSG00000106288
Cdk2ap1	ENSMUSG00000029394
Gm43707	ENSMUSG00000104903
Lrp5	ENSMUSG00000024913
Ube2d2b	ENSMUSG00000063447
Gm6473	ENSMUSG00000100261
Cryba1	ENSMUSG00000000724
5330439B14Rik	ENSMUSG00000104234
Igkv5-48	ENSMUSG00000076563
Gm11688	ENSMUSG00000082436
Tbcb	ENSMUSG00000006095
Evi5	ENSMUSG00000011831
Snx5	ENSMUSG00000027423
Gm2914	ENSMUSG00000101180
Fthl17d	ENSMUSG00000078206
Card10	ENSMUSG00000033170
Gm37398	ENSMUSG00000104203
Gm43919	ENSMUSG00000107991
Igkv12-47	ENSMUSG00000106256
Neurod6	ENSMUSG00000037984
Gm28617	ENSMUSG00000100508
Cd59b	ENSMUSG00000068686
Igkv12-46	ENSMUSG00000076564
Abcc9	ENSMUSG00000030249
Gm29172	ENSMUSG00000100409
Slc5a6	ENSMUSG00000006641
Polr2i	ENSMUSG00000019738
Nufip2	ENSMUSG00000037857
Tstd2	ENSMUSG00000035495
Gm9431	ENSMUSG00000083468
Abhd12b	ENSMUSG00000090121
Gm14865	ENSMUSG00000082222
Fam118b	ENSMUSG00000050471
Mif4gd	ENSMUSG00000020743
Zfp638	ENSMUSG00000030016
Gm28618	ENSMUSG00000100771
Gm38096	ENSMUSG00000103459
Plxnb3	ENSMUSG00000031385
Gm12212	ENSMUSG00000085707
Shroom1	ENSMUSG00000018387
Ggnbp1	ENSMUSG00000048731
Agr3	ENSMUSG00000036231
4933438K21Rik	ENSMUSG00000093617
Gm13160	ENSMUSG00000094017
Shisa7	ENSMUSG00000053550
Gm13142	ENSMUSG00000081405
Pcdha8	ENSMUSG00000103800
Gm13162	ENSMUSG00000082779
Npl	ENSMUSG00000042684
Vmn2r-ps18	ENSMUSG00000094849
Bcl2l15	ENSMUSG00000044165
Gm18150	ENSMUSG00000103601
Gm43703	ENSMUSG00000105699
Gm37753	ENSMUSG00000103384
Olfr827	ENSMUSG00000045559
Pcdhb19	ENSMUSG00000043313
Cdrt4	ENSMUSG00000042200
Gm13139	ENSMUSG00000067916
Gm29424	ENSMUSG00000099948
Midn	ENSMUSG00000035621
Gm44758	ENSMUSG00000108678
Pcdhga8	ENSMUSG00000023036
Gm5845	ENSMUSG00000103423
Vmn2r84	ENSMUSG00000070601
Cdrt4os1	ENSMUSG00000087604
Fthl17e	ENSMUSG00000071815
Rgma	ENSMUSG00000070509
Gm3793	ENSMUSG00000108260
Olfr71	ENSMUSG00000046450
4932431L22Rik	ENSMUSG00000104442
Gm28619	ENSMUSG00000101090
Gm42694	ENSMUSG00000104954
Gm8454	ENSMUSG00000104895
Gm6652	ENSMUSG00000099858
Tdpoz3	ENSMUSG00000058005
Fam73a	ENSMUSG00000054942
Tekt3	ENSMUSG00000042189
Vmn2r85	ENSMUSG00000092048
Batf	ENSMUSG00000034266
Gm13146	ENSMUSG00000095054
Gm43064	ENSMUSG00000105053
Adipor2	ENSMUSG00000030168
Gm14503	ENSMUSG00000086518
Gm9126	ENSMUSG00000082783
Gm43239	ENSMUSG00000104636
Gm37430	ENSMUSG00000103512
Fthl17-ps1	ENSMUSG00000083714
Gm13163	ENSMUSG00000082176
Gm29303	ENSMUSG00000101542
Tmod1	ENSMUSG00000028328
Gm14864	ENSMUSG00000080050
Cd59a	ENSMUSG00000032679
Gm18611	ENSMUSG00000106231
Hrct1	ENSMUSG00000071001
Gm43666	ENSMUSG00000104588
Vmn2r86	ENSMUSG00000092162
Gm13147	ENSMUSG00000087207
Kcnv2	ENSMUSG00000047298
Gm20793	ENSMUSG00000100644
Gm29425	ENSMUSG00000101440
Zbtb9	ENSMUSG00000079605
Gm8458	ENSMUSG00000105390
Gm38299	ENSMUSG00000104277
Gm9113	ENSMUSG00000102169
Gm44704	ENSMUSG00000109576
Sox4	ENSMUSG00000076431
Gm5832	ENSMUSG00000084021
Gm44996	ENSMUSG00000109199
Gm12530	ENSMUSG00000085967
Gm16511	ENSMUSG00000081240
Gm12625	ENSMUSG00000094005
Gm13158	ENSMUSG00000081627
Ppp1r3g	ENSMUSG00000050423
Gm3279	ENSMUSG00000108063
Gm15295	ENSMUSG00000086426
Gm13135	ENSMUSG00000082925
Ccdc53	ENSMUSG00000020056
Garnl3	ENSMUSG00000038860
Irs4	ENSMUSG00000054667
Gm15375	ENSMUSG00000083478
Prss33	ENSMUSG00000049620
A730056A06Rik	ENSMUSG00000097756
Vmn2r87	ENSMUSG00000091511
Mrps12	ENSMUSG00000045948
Gm20417	ENSMUSG00000092267
Gm13144	ENSMUSG00000094318
Upf3a	ENSMUSG00000038398
Malat1	ENSMUSG00000092341
4930429H19Rik	ENSMUSG00000108530
Gm5696	ENSMUSG00000099692
Gm44282	ENSMUSG00000107628
Srpr	ENSMUSG00000032042
Sep15	ENSMUSG00000037072
Gm37376	ENSMUSG00000102349
Gm37623	ENSMUSG00000103679
Prdm6	ENSMUSG00000069378
Gm28239	ENSMUSG00000100418
Gm12151	ENSMUSG00000084307
C87499	ENSMUSG00000038330
Slc9a2	ENSMUSG00000026062
Cyp3a59	ENSMUSG00000061292
Gm9116	ENSMUSG00000102933
Klk7	ENSMUSG00000030713
Ints4	ENSMUSG00000025133
Arhgap20	ENSMUSG00000053199
Mgme1	ENSMUSG00000027424
Fam126a	ENSMUSG00000028995
5430416O09Rik	ENSMUSG00000028475
C1qtnf2	ENSMUSG00000046491
Gm5379	ENSMUSG00000080952
Xpa	ENSMUSG00000028329
Mrps7	ENSMUSG00000046756
Mtss1l	ENSMUSG00000033763
Gm37185	ENSMUSG00000102769
Gm14521	ENSMUSG00000083486
Gm21894	ENSMUSG00000096518
A330102I10Rik	ENSMUSG00000086363
Gm13151	ENSMUSG00000078498
Dmrtc1c2	ENSMUSG00000067561
1700060O08Rik	ENSMUSG00000099407
Orm2	ENSMUSG00000061540
Ccdc129	ENSMUSG00000037973
Hal	ENSMUSG00000020017
Gm29307	ENSMUSG00000099509
Gm21902	ENSMUSG00000101420
Ccnjl	ENSMUSG00000044707
Etv4	ENSMUSG00000017724
Gm29557	ENSMUSG00000100424
1700028M03Rik	ENSMUSG00000101334
Igsf9b	ENSMUSG00000034275
Gm20927	ENSMUSG00000101490
Atp1b4	ENSMUSG00000016327
Slc10a6	ENSMUSG00000029321
Slc11a1	ENSMUSG00000026177
Gm11363	ENSMUSG00000082730
Gm12619	ENSMUSG00000084335
Gm9117	ENSMUSG00000095822
Gm12624	ENSMUSG00000095605
Odf2l	ENSMUSG00000028256
Stard4	ENSMUSG00000024378
Klhdc9	ENSMUSG00000045259
Gm12612	ENSMUSG00000093978
Gm12150	ENSMUSG00000085239
Gm12616	ENSMUSG00000095136
Gm44884	ENSMUSG00000109556
Snx7	ENSMUSG00000028007
Gm15844	ENSMUSG00000084126
Nme5	ENSMUSG00000035984
Arhgap20os	ENSMUSG00000074354
Gm12620	ENSMUSG00000094566
Gm12617	ENSMUSG00000084034
Gm15297	ENSMUSG00000083741
Gm37154	ENSMUSG00000102929
Qrsl1	ENSMUSG00000019863
Gfy	ENSMUSG00000095276
Upf3b	ENSMUSG00000036572
Pfdn2	ENSMUSG00000006412
Gm43878	ENSMUSG00000108015
Cdh17	ENSMUSG00000028217
Pmp22	ENSMUSG00000018217
Gm13391	ENSMUSG00000086109
Lfng	ENSMUSG00000029570
Lcn12	ENSMUSG00000026943
Ovol2	ENSMUSG00000037279
Gm38386	ENSMUSG00000102599
Gm6444	ENSMUSG00000080836
Gm14635	ENSMUSG00000087591
Usb1	ENSMUSG00000031792
Gm43546	ENSMUSG00000105018
Gm8046	ENSMUSG00000090798
Lrp8os3	ENSMUSG00000087200
Yipf1	ENSMUSG00000057375
Gm8731	ENSMUSG00000080779
Pth2	ENSMUSG00000038300
RP23-133J23.2	ENSMUSG00000110278
Gm8161	ENSMUSG00000090821
Gm8107	ENSMUSG00000080710
Tmem109	ENSMUSG00000034659
Gm6745	ENSMUSG00000105866
Gm28236	ENSMUSG00000099654
