Gene	Ensembl
RP11-497J7.2	ENSG00000233880
RP11-124N2.1	ENSG00000250012
MLYCD	ENSG00000103150
OR7E41P	ENSG00000250640
PPIAP29	ENSG00000214975
TIMM44	ENSG00000104980
GBP4	ENSG00000162654
AC004054.1	ENSG00000248984
TMEM255B	ENSG00000282107
SNRPB	ENSG00000125835
TOMM20P2	ENSG00000255987
RASGRF2-AS1	ENSG00000251450
CTB-30L5.1	ENSG00000267052
PES1P2	ENSG00000229268
LINC01198	ENSG00000231817
MIF-AS1	ENSG00000218537
TRIM4	ENSG00000146833
RBM46	ENSG00000151962
MIOXP1	ENSG00000253292
RP11-1167A19.6	ENSG00000254867
AC068137.13	ENSG00000226915
KIAA0895L	ENSG00000196123
KRTAP3-2	ENSG00000263296
EEF1A1P25	ENSG00000241429
RP11-340L3.1	ENSG00000280281
LINC01101	ENSG00000280409
DLL1	ENSG00000275555
ABHD5	ENSG00000011198
RP11-588D3.1	ENSG00000240752
CCDC71L	ENSG00000253276
RAB26	ENSG00000167964
RP11-983C2.3	ENSG00000256286
AC009238.7	ENSG00000227120
NPM1P30	ENSG00000228219
TRBV6-7	ENSG00000253188
PCED1B-AS1	ENSG00000247774
SPRTN	ENSG00000010072
NDUFS2	ENSG00000158864
RP11-56H7.2	ENSG00000230112
AC016768.1	ENSG00000232451
RP11-9N12.2	ENSG00000278981
GXYLT1P1	ENSG00000282037
RP11-803D5.1	ENSG00000279191
UBE2V1P4	ENSG00000233909
AC007790.4	ENSG00000226205
RP11-713N11.5	ENSG00000258879
TCEAL1	ENSG00000172465
RPL7P4	ENSG00000226494
RPA2P1	ENSG00000258392
AC091492.2	ENSG00000225026
SLC2A4RG	ENSG00000125520
PSMD7P1	ENSG00000266707
LA16c-60G3.7	ENSG00000213727
PPP1R26P3	ENSG00000275060
SMAP1	ENSG00000112305
RP11-482D24.2	ENSG00000257711
PSMC1P12	ENSG00000226126
EGLN1P1	ENSG00000254779
LINC01150	ENSG00000229671
AC006130.4	ENSG00000267398
ABHD12B	ENSG00000131969
ENO1P4	ENSG00000241790
EPHA3	ENSG00000044524
TOMM20P4	ENSG00000230311
FLYWCH1	ENSG00000059122
RP3-358H7.1	ENSG00000225949
HN1	ENSG00000189159
ZNF667	ENSG00000198046
FMO4	ENSG00000076258
FRMPD3-AS1	ENSG00000227610
LILRP1	ENSG00000277921
NPM1P50	ENSG00000213333
RP4-564F22.5	ENSG00000224635
RP4-564F22.6	ENSG00000275285
SEPSECS	ENSG00000109618
ABCB11	ENSG00000073734
RP11-15E1.6	ENSG00000278068
KRTAP8-1	ENSG00000183640
FOXO3B	ENSG00000240445
RP11-331K15.1	ENSG00000241328
DNAJC19	ENSG00000205981
RP11-14P20.1	ENSG00000264265
RP11-732A21.3	ENSG00000277459
RP11-190C22.8	ENSG00000272662
ALG1L15P	ENSG00000242017
CLYBL-AS1	ENSG00000234303
RP11-142G1.1	ENSG00000260478
MANEA	ENSG00000172469
HOXC10	ENSG00000180818
ISM2	ENSG00000100593
VIMP	ENSG00000131871
HCFC1R1	ENSG00000103145
OR7E83P	ENSG00000249866
RP11-357K9.2	ENSG00000241607
RP3-416H24.4	ENSG00000258253
RP11-2F9.4	ENSG00000260739
RP11-90B9.2	ENSG00000259767
NDE1P2	ENSG00000271337
DBIL5P2	ENSG00000242412
RP11-90B9.3	ENSG00000273747
LYRM2	ENSG00000083099
RP11-97O12.3	ENSG00000259569
KRT37	ENSG00000108417
CYCSP23	ENSG00000253495
AC062016.2	ENSG00000226341
PHF20	ENSG00000025293
COQ7	ENSG00000167186
RP11-309H21.3	ENSG00000261642
RAB19	ENSG00000146955
CA11	ENSG00000063180
OR11A1	ENSG00000223898
VCAN	ENSG00000038427
bP-2168N6.1	ENSG00000279615
RP11-293P20.4	ENSG00000230703
RP11-402P6.6	ENSG00000229030
RP11-815J4.7	ENSG00000267533
MFAP1	ENSG00000140259
RP11-402P6.5	ENSG00000224617
RP11-334E6.3	ENSG00000254740
HIST1H2BG	ENSG00000273802
RP11-375B1.1	ENSG00000248484
MXRA5	ENSG00000101825
MRPS6P4	ENSG00000257820
RP11-660M18.1	ENSG00000280430
MANEA-AS1	ENSG00000261366
B3GNT2P1	ENSG00000229946
HOXC9	ENSG00000180806
TEX22	ENSG00000226174
S100P	ENSG00000163993
AC026185.1	ENSG00000235240
PLPPR1	ENSG00000148123
RP11-364C11.2	ENSG00000257095
RP11-161M6.6	ENSG00000276931
SLC9B2	ENSG00000164038
RP11-815I9.4	ENSG00000264885
RP11-749H17.1	ENSG00000266988
RP11-388K2.1	ENSG00000225181
LAMA4	ENSG00000112769
TRIM31	ENSG00000137397
RPS10P2	ENSG00000213950
ABC12-49244600F4.4	ENSG00000276144
RP11-171N4.2	ENSG00000251283
AP000244.11	ENSG00000238257
AC009480.4	ENSG00000229143
DECR1	ENSG00000104325
RP11-463J7.2	ENSG00000231175
IGHD1-14	ENSG00000227108
RP11-16F15.2	ENSG00000239470
HIST1H1C	ENSG00000187837
LGI1	ENSG00000108231
SLC7A2	ENSG00000003989
RP11-690J15.1	ENSG00000258312
GAPDHP26	ENSG00000229541
SLC25A36P1	ENSG00000267781
CECR7	ENSG00000237438
GLIS1	ENSG00000174332
RP11-492E3.2	ENSG00000227619
RP11-511I11.1	ENSG00000232403
PLA1A	ENSG00000144837
CTBP2P5	ENSG00000214602
RP11-100M12.1	ENSG00000258970
RP11-119H12.6	ENSG00000251126
RP11-650J17.1	ENSG00000248152
RP11-571O6.1	ENSG00000261154
DMRT3	ENSG00000064218
PANX3	ENSG00000154143
LINC01049	ENSG00000234384
AC144833.1	ENSG00000261426
PCDH17	ENSG00000118946
RP11-434P11.1	ENSG00000280037
OSBPL6	ENSG00000079156
PCSK4	ENSG00000115257
SSR4	ENSG00000180879
RP11-708B6.2	ENSG00000255028
FAM188A	ENSG00000148481
RP11-529A4.16	ENSG00000278837
RP11-566K19.12	ENSG00000275363
ACSM4	ENSG00000215009
GPM6A	ENSG00000150625
TMEM105	ENSG00000185332
AC062032.1	ENSG00000227902
RFPL4AL1	ENSG00000229292
PARP16	ENSG00000138617
RP11-190G13.4	ENSG00000270992
IGSF8	ENSG00000162729
ZMIZ1-AS1	ENSG00000224596
NUP93	ENSG00000102900
RP11-764D10.2	ENSG00000283045
RP11-686O6.1	ENSG00000272966
GNPTG	ENSG00000090581
RP5-902P8.12	ENSG00000260179
MDC1-AS1	ENSG00000233883
CRBN	ENSG00000113851
ZNF610	ENSG00000167554
PACSIN1	ENSG00000124507
TMEM184A	ENSG00000164855
HNRNPL	ENSG00000104824
PPIAP9	ENSG00000219797
MRPL42P3	ENSG00000219297
SERPINA3	ENSG00000196136
XXbac-BPG16N22.5	ENSG00000256851
FAM134A	ENSG00000144567
RP11-437J2.4	ENSG00000280485
RP11-420K14.8	ENSG00000280271
HTATSF1	ENSG00000102241
RP11-798K23.5	ENSG00000253520
NT5DC1	ENSG00000178425
RP11-514A9.1	ENSG00000268580
AC007365.1	ENSG00000233694
PRDX5	ENSG00000126432
LINC00885	ENSG00000224652
ZIM2	ENSG00000269699
CENPBD1	ENSG00000177946
RP11-958N24.1	ENSG00000183458
C9orf43	ENSG00000157653
SPRED1	ENSG00000166068
SLC7A9	ENSG00000021488
CTB-60B18.12	ENSG00000268108
RP5-850O15.3	ENSG00000225767
DIO2	ENSG00000211448
OR2J1	ENSG00000234804
NDUFA6-AS1	ENSG00000280613
TNNT1	ENSG00000105048
RP11-439M11.1	ENSG00000271947
AC004980.7	ENSG00000205485
RP11-138E2.1	ENSG00000270755
USP42	ENSG00000106346
RP11-863P13.2	ENSG00000261816
RPS24P1	ENSG00000236477
PRRT1	ENSG00000206331
NLRP7	ENSG00000274174
RP1-68D18.2	ENSG00000251194
RP11-703I16.2	ENSG00000267292
ZIM2-AS1	ENSG00000269793
HCG9	ENSG00000234313
IGHEP1	ENSG00000281947
OR5T1	ENSG00000262784
RPL7AL3	ENSG00000235208
KRT18P16	ENSG00000235275
RP11-522B15.5	ENSG00000259312
KRTAP22-2	ENSG00000206106
AC005102.1	ENSG00000219039
MPDU1	ENSG00000129255
WNT10A	ENSG00000135925
RP11-491H19.1	ENSG00000233643
RP11-158H5.2	ENSG00000279989
OR5E1P	ENSG00000280497
OR5P3	ENSG00000278253
RP11-158H5.8	ENSG00000274184
TFB2M	ENSG00000162851
SPRY1	ENSG00000164056
RP11-1055B8.1	ENSG00000279692
AC114783.1	ENSG00000237524
RPL10P15	ENSG00000267119
FKBP5	ENSG00000096060
RP11-346C4.3	ENSG00000274718
CCDC66	ENSG00000180376
LINC01268	ENSG00000227502
REPS2	ENSG00000169891
C9orf170	ENSG00000204446
EIF5P2	ENSG00000275800
HCG4P7	ENSG00000228490
ZCCHC13	ENSG00000187969
PPRC1	ENSG00000148840
PPP2R2B-IT1	ENSG00000249553
GTPBP10	ENSG00000105793
RPL21P71	ENSG00000239412
SLC14A2-AS1	ENSG00000267097
LINC00824	ENSG00000282114
C5orf28	ENSG00000151881
LINC00559	ENSG00000261446
RPL13AP5	ENSG00000236552
RP11-1305N21.1	ENSG00000280235
RP11-228B15.4	ENSG00000225032
ABCB10P4	ENSG00000274192
PER2	ENSG00000132326
ATF7IP	ENSG00000171681
PAFAH1B1	ENSG00000007168
AC006116.17	ENSG00000267549
PKD2L2	ENSG00000078795
SNRNP40	ENSG00000060688
ASNSP4	ENSG00000251470
CCL15-CCL14	ENSG00000282521
RP11-762I7.4	ENSG00000257509
RP11-15J10.8	ENSG00000236252
AC005606.15	ENSG00000260107
XIAP-AS1	ENSG00000237331
RPL35AP	ENSG00000234075
RP1-7G5.5	ENSG00000256351
FHL2	ENSG00000115641
CTC-490G23.4	ENSG00000272396
ARHGEF34P	ENSG00000204959
IARS2	ENSG00000067704
CMB9-14B22.1	ENSG00000275598
LAS1L	ENSG00000001497
TBX18	ENSG00000112837
RP11-147C23.1	ENSG00000237435
LINC01089	ENSG00000212694
MMGT1	ENSG00000169446
KRT18P49	ENSG00000214720
RP3-418A9.3	ENSG00000271607
AP001255.2	ENSG00000230972
MFSD4	ENSG00000174514
RP13-228J13.9	ENSG00000224978
NFKBIA	ENSG00000100906
IGHD3OR15-3A	ENSG00000282520
CTD-2541J13.2	ENSG00000279612
SNRPGP17	ENSG00000271063
PGF	ENSG00000119630
ZNF93	ENSG00000184635
KIR3DP1	ENSG00000273880
SSX5	ENSG00000165583
POLE3	ENSG00000148229
RPL5P29	ENSG00000281820
TMPOP1	ENSG00000236369
FAM224B	ENSG00000230663
CMB9-94B1.2	ENSG00000276505
OR8Q1P	ENSG00000255341
C1orf198	ENSG00000119280
DLEC1	ENSG00000008226
EPN3	ENSG00000049283
TBC1D2	ENSG00000095383
RPL23AP77	ENSG00000267301
SHD	ENSG00000105251
SFXN2	ENSG00000156398
LTB	ENSG00000236925
CTD-2154I11.2	ENSG00000250240
SLC34A2	ENSG00000157765
CTA-345G4.1	ENSG00000279276
LCT	ENSG00000115850
ATP6V1G1	ENSG00000136888
LIF	ENSG00000128342
LIPT2	ENSG00000175536
FAM27E3	ENSG00000274026
RPS3AP2	ENSG00000219027
ARHGEF26	ENSG00000277101
SLC7A1	ENSG00000139514
RP11-561O23.8	ENSG00000226904
SMIM20	ENSG00000250317
BAG6	ENSG00000227761
PNLIPRP3	ENSG00000203837
RP11-494M8.1	ENSG00000281427
RASAL2	ENSG00000075391
RP11-161I10.1	ENSG00000241505
RP4-777L9.3	ENSG00000275728
GNG5P5	ENSG00000234590
VN2R17P	ENSG00000213014
ARIH2	ENSG00000177479
CTD-2160D9.1	ENSG00000250391
RP11-504A18.1	ENSG00000260971
RP11-592N21.1	ENSG00000212664
LZTFL1	ENSG00000163818
CNN2P2	ENSG00000227069
AC092839.4	ENSG00000234943
RP11-1212A22.7	ENSG00000276484
C2orf78	ENSG00000187833
RP11-294O2.1	ENSG00000248162
RP11-286B14.2	ENSG00000271252
RP11-6B6.3	ENSG00000236942
RP5-1022J11.2	ENSG00000232465
MRPS33P4	ENSG00000234821
RP11-35O15.1	ENSG00000259424
STYK1	ENSG00000060140
RP11-483E23.10	ENSG00000281946
CPA5	ENSG00000158525
MARC2	ENSG00000117791
OR4F4	ENSG00000177693
RP11-94C24.6	ENSG00000249451
RP11-690I21.1	ENSG00000237641
RP1-148H17.1	ENSG00000224565
KIRREL	ENSG00000183853
RP11-1396O13.22	ENSG00000249443
C3orf84	ENSG00000236980
SCUBE2	ENSG00000175356
C8orf22	ENSG00000168333
THRSP	ENSG00000151365
SSSCA1	ENSG00000173465
RAMP2	ENSG00000131477
KAT6B	ENSG00000156650
CDC20P1	ENSG00000231007
RP6-27P15.2	ENSG00000232183
RP11-143H17.1	ENSG00000235991
RP5-1086K13.1	ENSG00000224950
ANO1	ENSG00000131620
PRKRIRP9	ENSG00000248320
ZBTB8B	ENSG00000273274
MTCYBP32	ENSG00000229794
CTD-2355J17.2	ENSG00000270969
ZDHHC20P1	ENSG00000233916
GJA8	ENSG00000121634
RP11-863P13.1	ENSG00000260162
GNPNAT1	ENSG00000100522
RP5-1068B5.5	ENSG00000226920
RP11-83B20.4	ENSG00000280354
AF064858.11	ENSG00000237721
HSPE1P19	ENSG00000271024
KXD1	ENSG00000105700
RPS6P7	ENSG00000219253
RP11-504I13.3	ENSG00000263982
PSORS1C3	ENSG00000224056
CEACAMP11	ENSG00000236123
AC010731.6	ENSG00000213083
PACSIN2	ENSG00000100266
RP5-875O13.6	ENSG00000225710
RP11-745O10.4	ENSG00000228144
FAM231C	ENSG00000268991
RP3-340H11.2	ENSG00000217231
HLA-DRB9	ENSG00000237591
ITGB7	ENSG00000139626
RP11-813P10.2	ENSG00000237176
UBE2V2	ENSG00000169139
CTA-390C10.9	ENSG00000272798
RP11-794P6.2	ENSG00000255093
GLS2	ENSG00000135423
NOMO3	ENSG00000103226
HLA-DRB9	ENSG00000226035
TDGF1P2	ENSG00000183514
CASKIN1	ENSG00000167971
HDAC4	ENSG00000068024
AP000345.2	ENSG00000224277
AC005152.3	ENSG00000228639
BCORP1	ENSG00000215580
RP11-141J10.2	ENSG00000223966
SMG1P1	ENSG00000237296
LL0XNC01-36H8.1	ENSG00000279155
AMDHD2	ENSG00000162066
TRPV1	ENSG00000196689
TECRP2	ENSG00000248565
MTCO2P19	ENSG00000237628
USP2	ENSG00000036672
MRPL23-AS1	ENSG00000226416
ABLIM3	ENSG00000173210
RPL23AP83	ENSG00000234135
AC005253.2	ENSG00000268030
RP11-848P1.7	ENSG00000264148
MOB1A	ENSG00000114978
ITFG2	ENSG00000111203
RBP3	ENSG00000265203
RP11-543D5.2	ENSG00000223814
CTD-2528L19.4	ENSG00000267552
TMEM74B	ENSG00000125895
SPATA20P1	ENSG00000231123
CT62	ENSG00000225362
RP3-400B16.1	ENSG00000234817
RP4-545L17.12	ENSG00000274269
CTD-2269E23.3	ENSG00000271035
OR5AL2P	ENSG00000255466
RP11-173P15.10	ENSG00000276188
LL0XNC01-237H1.2	ENSG00000239407
RIMKLBP2	ENSG00000225920
OR8L1P	ENSG00000254903
MAL2	ENSG00000147676
SNORD91A	ENSG00000212163
FAM159A	ENSG00000182183
NXPE3	ENSG00000144815
SMG6-IT1	ENSG00000278941
WTIP	ENSG00000142279
RP11-798K3.2	ENSG00000259347
AL450226.2	ENSG00000225084
LIN28B	ENSG00000187772
RP11-524L6.3	ENSG00000249301
NELFE	ENSG00000206268
LINC00572	ENSG00000224405
RP11-254F19.2	ENSG00000260859
SLITRK1	ENSG00000178235
CXCL13	ENSG00000156234
ESCO2	ENSG00000171320
RP4-760C5.5	ENSG00000226203
MTRF1LP2	ENSG00000224110
GAPDHP51	ENSG00000236973
CTU2	ENSG00000174177
FLJ46066	ENSG00000241098
KIF21A	ENSG00000139116
CTD-2575K13.6	ENSG00000268041
STAB2	ENSG00000136011
RP11-517C16.4	ENSG00000261243
ARFGEF3	ENSG00000112379
ST20	ENSG00000180953
RP11-475C16.2	ENSG00000237312
RP11-631M6.3	ENSG00000251682
RP11-236B18.5	ENSG00000273124
OAT	ENSG00000065154
RP11-385N17.3	ENSG00000255830
ZCCHC11	ENSG00000134744
CYFIP1	ENSG00000273749
HMGCL	ENSG00000117305
RPL3P6	ENSG00000213891
RP11-923I11.4	ENSG00000260473
VAT1	ENSG00000108828
WISP2	ENSG00000064205
COL6A2	ENSG00000142173
CTD-3193O13.1	ENSG00000260500
CYCSP8	ENSG00000232503
RP11-74E22.8	ENSG00000277200
FRG2KP	ENSG00000261741
NANOGP1	ENSG00000176654
RP11-251P6.1	ENSG00000230768
WDR77	ENSG00000116455
RP11-255I10.1	ENSG00000241722
RP11-266K4.1	ENSG00000244050
RP11-275A14.1	ENSG00000277646
GLA	ENSG00000102393
HCP5	ENSG00000206337
SSFA2	ENSG00000138434
RP11-876N24.4	ENSG00000262222
RP11-259N19.1	ENSG00000272711
RP11-864G5.7	ENSG00000270868
AC108059.2	ENSG00000232101
TUBB3P2	ENSG00000230101
KRI1	ENSG00000129347
PSG3	ENSG00000221826
P2RX5	ENSG00000083454
RP11-451G4.2	ENSG00000240045
RP11-451G4.3	ENSG00000242790
RP11-210L7.3	ENSG00000283052
VN1R107P	ENSG00000268545
LINC00690	ENSG00000233570
OR6L1P	ENSG00000233685
CTD-3138B18.5	ENSG00000268516
AC152010.1	ENSG00000224931
ALDH1L1-AS1	ENSG00000250218
DEXI	ENSG00000182108
TMEM31	ENSG00000179363
RP11-176D17.3	ENSG00000228470
RP11-317J9.1	ENSG00000280083
RP11-104C4.2	ENSG00000261153
OR4F7P	ENSG00000217874
CAMSAP2	ENSG00000118200
RDH10-AS1	ENSG00000250295
FBXO28	ENSG00000143756
ALPL	ENSG00000162551
HSD3BP4	ENSG00000203855
MTUS1	ENSG00000129422
HNRNPA1P51	ENSG00000234491
DNM3-IT1	ENSG00000233540
OTUD3	ENSG00000169914
LILRB3	ENSG00000274587
DEFB109P3	ENSG00000254866
RP11-368I7.6	ENSG00000275734
RP11-64C12.6	ENSG00000267247
TMEM242	ENSG00000215712
RP5-933K21.3	ENSG00000271040
FLNC	ENSG00000128591
RP11-597D13.9	ENSG00000248429
TMEM9B-AS1	ENSG00000254860
LINC00202-2	ENSG00000231976
OR2T1	ENSG00000275244
RP11-263C24.3	ENSG00000254915
WASH7P	ENSG00000262435
RP13-16H11.7	ENSG00000234296
IGHV1OR15-2	ENSG00000259337
RP11-426C22.8	ENSG00000277999
HMGB1P36	ENSG00000243873
RP11-191L9.4	ENSG00000224271
ANGEL2	ENSG00000174606
AC007677.2	ENSG00000226297
ZNF337-AS1	ENSG00000213742
NANP	ENSG00000170191
RP5-991B18.1	ENSG00000281365
USP40	ENSG00000085982
FGFBP1	ENSG00000137440
RP11-204K16.1	ENSG00000240210
RP11-23F23.3	ENSG00000255387
FAM181A-AS1	ENSG00000281032
RP11-446F3.2	ENSG00000234170
RAD21L1	ENSG00000244588
GRK5-IT1	ENSG00000228485
ZNF192P1	ENSG00000226314
CTB-175E5.7	ENSG00000267394
PTPDC1	ENSG00000158079
LILRB5	ENSG00000277414
RP11-358L22.3	ENSG00000276007
RP11-556H2.1	ENSG00000280274
RPL7L1P10	ENSG00000237322
LRRC6P1	ENSG00000254784
KRT73	ENSG00000186049
RPL7AP60	ENSG00000213152
PSMA1	ENSG00000129084
RP11-256L6.2	ENSG00000257715
TBC1D22A	ENSG00000054611
PFDN6	ENSG00000206283
KIR2DL4	ENSG00000275456
GU182354.5	ENSG00000275245
SAR1P1	ENSG00000231592
SDS	ENSG00000135094
AC113189.5	ENSG00000233223
RPL12P19	ENSG00000226972
RP4-654C18.1	ENSG00000232482
HARS2	ENSG00000112855
AC005094.2	ENSG00000229949
TMTC3	ENSG00000139324
ZDHHC4	ENSG00000136247
CTD-3035D6.1	ENSG00000213315
TRIAP1P1	ENSG00000278364
C4orf51	ENSG00000237136
RP11-328D5.1	ENSG00000226202
NTRK2	ENSG00000148053
RP11-566F5.1	ENSG00000270294
RPL12	ENSG00000197958
THSD7A	ENSG00000005108
RP11-219B4.7	ENSG00000260493
TSPYL2	ENSG00000184205
CTC-312O10.3	ENSG00000280091
KC6	ENSG00000267313
AZIN2	ENSG00000142920
XYLB	ENSG00000093217
AKT3-IT1	ENSG00000228939
RP11-34P13.15	ENSG00000268903
ADGRA3	ENSG00000152990
KIR2DL1	ENSG00000273510
WI2-2221J1.1	ENSG00000271315
PSMA6	ENSG00000100902
KIR3DP1	ENSG00000277560
SKI	ENSG00000157933
RPL35AP32	ENSG00000243404
HCG9P5	ENSG00000228202
GXYLT1P2	ENSG00000224860
VPS52	ENSG00000236014
BLMH	ENSG00000108578
CTD-3193O13.8	ENSG00000269139
SUMO2P5	ENSG00000251663
CTD-2022H16.1	ENSG00000229389
RP11-363G10.3	ENSG00000276474
AL136419.6	ENSG00000260669
RPS18	ENSG00000227794
VAPB	ENSG00000124164
RP11-339N8.1	ENSG00000231678
IL32	ENSG00000008517
RP11-815J21.4	ENSG00000259367
CTD-2196E14.6	ENSG00000260751
HNRNPH1P1	ENSG00000220305
AC006946.17	ENSG00000273442
MSRB3	ENSG00000174099
IL4R	ENSG00000077238
DBN1	ENSG00000113758
MRPL57	ENSG00000173141
RP1-90G24.11	ENSG00000273325
IFT52	ENSG00000101052
CCDC92	ENSG00000119242
RP5-837I24.5	ENSG00000234683
VAT1L	ENSG00000171724
RP11-13N12.2	ENSG00000253184
RP11-312J18.5	ENSG00000213080
HSPE1P4	ENSG00000258153
MAGEB4	ENSG00000120289
LINC01104	ENSG00000232084
ECM1P2	ENSG00000249995
TVP23CP2	ENSG00000262470
OTOP2	ENSG00000183034
RP11-680F20.9	ENSG00000255027
RP4-712E4.2	ENSG00000239216
BZRAP1	ENSG00000005379
RP11-159D8.2	ENSG00000279004
KRT72	ENSG00000170486
LINC00901	ENSG00000242385
AC132479.4	ENSG00000224352
FAM229A	ENSG00000225828
RP1-225E12.3	ENSG00000272446
RP11-803A13.1	ENSG00000271435
VASH2	ENSG00000143494
RP11-112L6.3	ENSG00000237595
SDR42E1	ENSG00000184860
BRD2	ENSG00000215077
AC013429.4	ENSG00000234658
CTD-2336O2.1	ENSG00000282481
CTD-2540L5.5	ENSG00000259115
RPL13AP2	ENSG00000244053
UBQLN2	ENSG00000188021
SEC62-AS1	ENSG00000240373
RNF182	ENSG00000180537
LINC00162	ENSG00000275874
MRPL35P1	ENSG00000220868
RP11-379K17.5	ENSG00000244193
FBLL1	ENSG00000188573
RP1-20B11.2	ENSG00000230433
RP11-227H4.1	ENSG00000240827
GLUL	ENSG00000135821
RP11-585P4.5	ENSG00000257497
FAM215A	ENSG00000267496
RP11-711G10.1	ENSG00000250761
MYL6B	ENSG00000196465
ALDH1A1	ENSG00000165092
RP11-460I13.2	ENSG00000227050
RP11-394O4.5	ENSG00000269936
SLC25A3	ENSG00000075415
TTC9C	ENSG00000162222
GACAT3	ENSG00000236289
CTD-2203K17.1	ENSG00000249572
RPL12P7	ENSG00000242941
RP11-767C1.2	ENSG00000272263
NYAP2	ENSG00000144460
RP11-57H14.4	ENSG00000260917
RP11-229C3.4	ENSG00000249157
AC005625.1	ENSG00000266963
RP11-445F6.2	ENSG00000226571
RP11-474L23.3	ENSG00000257752
RPL9P3	ENSG00000240392
FAM157A	ENSG00000236438
DDX11L9	ENSG00000248472
CTD-2171N6.1	ENSG00000267013
CTD-2503O16.1	ENSG00000239517
RBBP4P2	ENSG00000242457
CTB-179K24.3	ENSG00000267348
KIF25	ENSG00000125337
CMSS1	ENSG00000184220
LINC00165	ENSG00000261706
AC005538.5	ENSG00000237581
TP73	ENSG00000078900
ZNF552	ENSG00000178935
PRKCH	ENSG00000027075
RPEP5	ENSG00000234732
UCN3	ENSG00000178473
RP11-330L19.2	ENSG00000239465
CTD-2336O2.2	ENSG00000282493
RP1-102E24.1	ENSG00000213942
FLG2	ENSG00000143520
RP11-485B17.12	ENSG00000277289
CLLU1OS	ENSG00000205057
RP11-562A8.5	ENSG00000259618
BNIP3P32	ENSG00000268830
MYL4	ENSG00000198336
XXbac-BPG248L24.12	ENSG00000271581
HCG9	ENSG00000234599
RP11-505K9.4	ENSG00000260300
TMEM65	ENSG00000164983
RP11-161H23.10	ENSG00000257954
RP11-693J15.5	ENSG00000205056
CTD-2396E7.9	ENSG00000268203
XYLT1	ENSG00000103489
CCM2L	ENSG00000101331
ZFYVE19	ENSG00000166140
SUMO2P2	ENSG00000227607
ENPP7P3	ENSG00000248618
AC073257.2	ENSG00000237614
C6orf47	ENSG00000228177
RP11-804H8.6	ENSG00000273356
RP11-137P24.5	ENSG00000278694
HLA-DMA	ENSG00000242685
AC021016.7	ENSG00000230580
SERF1A	ENSG00000275581
RP11-396M11.1	ENSG00000236562
AC006946.12	ENSG00000235328
RP11-181E10.3	ENSG00000271590
FAM8A4P	ENSG00000232730
HIGD1A	ENSG00000181061
IFNA6	ENSG00000120235
RP5-836J3.1	ENSG00000237076
TSPY23P	ENSG00000229159
RP5-1180C18.1	ENSG00000223944
RFC5P1	ENSG00000233526
RP11-10H3.1	ENSG00000253474
LENG8	ENSG00000167615
LINC00354	ENSG00000226903
KARSP3	ENSG00000262962
CNOT7	ENSG00000198791
NUP50	ENSG00000093000
CTA-109P11.1	ENSG00000235198
C10orf113	ENSG00000204683
RP11-15K3.1	ENSG00000236373
RP11-295M3.2	ENSG00000261291
IFNG	ENSG00000111537
RP11-404G16.2	ENSG00000244062
KRT8P50	ENSG00000260799
AC079807.3	ENSG00000236549
EXOC4	ENSG00000131558
PPP1R11P1	ENSG00000236216
IER3	ENSG00000227231
P2RX7	ENSG00000089041
FAM230A	ENSG00000277870
RP1-53C18.3	ENSG00000220204
CREM	ENSG00000095794
RP11-69M1.3	ENSG00000255964
RP11-557H15.3	ENSG00000231971
AC083875.2	ENSG00000235429
CD2	ENSG00000116824
RP11-96C23.13	ENSG00000151303
AP001059.6	ENSG00000278158
CADM4	ENSG00000105767
ARF1P2	ENSG00000213137
C20orf197	ENSG00000176659
MACROD2-AS1	ENSG00000235914
RP11-514P8.8	ENSG00000272949
AK2	ENSG00000004455
C6orf52	ENSG00000137434
YES1	ENSG00000176105
OSER1	ENSG00000132823
GS1-166A23.2	ENSG00000272361
RP11-24J11.1	ENSG00000279876
CYP2T3P	ENSG00000268529
RP11-569G13.2	ENSG00000237212
LINC01591	ENSG00000254083
RP11-800A3.2	ENSG00000215841
RP11-807H7.2	ENSG00000248479
RP11-1084A12.2	ENSG00000259468
CMTR1	ENSG00000137200
SLC6A6	ENSG00000131389
PPP1R8	ENSG00000117751
KIR2DL2	ENSG00000273661
RP11-408N14.1	ENSG00000236921
ECT2L	ENSG00000203734
TM4SF19-TCTEX1D2	ENSG00000273331
HAUS4P1	ENSG00000226967
RP11-405F3.4	ENSG00000260467
ACVRL1	ENSG00000139567
STX17-AS1	ENSG00000255145
RP4-590F24.1	ENSG00000270780
TMOD1	ENSG00000136842
AGXT2	ENSG00000113492
PLA2G5	ENSG00000127472
RP11-313L6.2	ENSG00000278958
RP11-349J5.2	ENSG00000240056
DNAI1	ENSG00000122735
RP11-239C9.1	ENSG00000274328
RP11-295D4.5	ENSG00000282590
RP11-290O12.1	ENSG00000249200
VSTM5	ENSG00000214376
MATK	ENSG00000007264
KIR3DL3	ENSG00000274763
PDE12	ENSG00000174840
AC092168.3	ENSG00000234169
RP11-262M14.2	ENSG00000242140
CDKL4	ENSG00000205111
OSGIN1	ENSG00000140961
RP11-117N2.2	ENSG00000257169
KRT18P33	ENSG00000214533
RP11-157E14.1	ENSG00000234265
RP11-438N5.4	ENSG00000255232
PAXBP1P1	ENSG00000233489
ACSF2	ENSG00000167107
HLA-DQB2	ENSG00000230675
DNAL1	ENSG00000119661
RHOQP3	ENSG00000230756
